ID,Fallow_yr1,Fallow_yr2,Fallow_yr3,wealth,hheducation,adults,ethnicity,hhgender
SA066,No,No,Yes,0.4,secondary,3,Luo,Male
SA065,Yes,No,No,2.44,primary1,5,Luo,Male
SA064,No,No,No,0.675,secondary,2,Luo,Male
SA063,Yes,Yes,No,0.675,secondary,1,Luo,Male
SA062,No,No,No,3.35,primary1,3,Luo,Male
SA061,No,Yes,Yes,0.64,primary2,3,Luo,Male
SA060,Yes,Yes,No,0.4,secondary,2,Luo,Male
SA059,No,No,No,0.715,primary1,3,Luo,Male
SA149,No,No,No,2.28,primary2,1,Luo,Female
SA050,Yes,No,No,0.74,primary1,3,Luo,Male
SA002,Yes,Yes,No,0.28,primary2,1,Luo,Female
SA001,Yes,Yes,Yes,0.3,none,3,Luo,Female
SA147,No,No,No,1.29,primary1,1,Luo,Female
SA150,No,No,No,2.28,primary2,2,Luo,Female
SA058,No,No,No,0.2,primary1,2,Luo,Male
SA152,No,No,No,2,none,1,Luo,Female
SA057,No,No,No,0.715,primary1,3,Luo,Female
SA051,No,No,No,4.25,secondary,6+,Luo,Male
SA052,No,No,No,2.3,none,2,Luo,Male
SA053,No,Yes,No,2.58,primary2,3,Luo,Male
SA054,Yes,Yes,No,1.3,none,6+,Luo,Male
SA055,No,No,No,3.6056,secondary,4,Luo,Male
SA003,Yes,Yes,No,4.13,primary2,6+,Luo,Male
SA013,Yes,Yes,No,0.7,secondary,2,Luo,Male
SA106,No,No,No,4,primary1,2,Luo,Male
SA091,No,No,No,3.95,secondary,2,Luo,Male
SA092,No,No,No,0,none,2,Luo,Male
SA093,No,No,No,3.55,none,2,Luo,Female
SA094,No,No,No,2.54,none,1,Luo,Female
SA095,No,No,No,4.72,primary2,3,Luo,Male
SA096,No,No,No,3.95,secondary,1,Luo,Male
SA097,No,No,No,2.24,none,5,Luo,Female
SA098,No,No,Yes,0.79,none,2,Luo,Male
SA100,No,No,No,2.8,primary1,2,Luo,Female
SA101,No,Yes,No,2.95,secondary,3,Luo,Male
SA102,No,Yes,No,0.28,primary2,4,Luo,Male
SA103,No,No,No,2.85,none,1,Luo,Female
SA090,No,Yes,No,0.95,secondary,2,Luo,Male
SA105,No,No,No,3.155,primary2,3,Luo,Female
SA113,No,No,No,3.11,primary1,5,Luo,Male
SA115,No,No,No,2.975,secondary,4,Luo,Male
SA119,No,No,No,1.85,none,2,Luo,Male
SA121,No,No,No,0,none,1,Luo,Female
SA127,No,No,No,2,none,1,Luo,Male
SA129,No,No,No,0.475,primary1,3,Luo,Female
SA132,No,No,No,2.6,none,2,Luo,Female
SA133,No,No,Yes,2.835,primary1,2,Luo,Female
SA134,Yes,No,No,2.44,primary1,1,Luo,Male
SA137,No,No,No,3.215,primary2,6+,Luo,Male
SA139,No,Yes,No,3.83,primary2,4,Luo,Male
SA141,No,Yes,No,1.1,primary1,1,Luo,Female
SA011,Yes,Yes,Yes,1.6,none,6+,Luo,Male
SA104,No,No,No,0.75,primary1,2,Luo,Male
SA042,No,No,No,0.85,none,6+,Luo,Female
SA118,No,No,No,1.3,none,3,Luo,Female
SA087,No,Yes,No,2.74,primary1,4,Luo,Male
SA037,Yes,Yes,No,4.25,secondary,3,Luo,Male
SA038,Yes,No,No,1.855,primary2,5,Luo,Male
SA039,Yes,Yes,No,1.3,none,1,Luo,Female
SA041,Yes,Yes,No,1.58,primary2,2,Luo,Male
SA043,Yes,Yes,No,0.85,none,2,Luo,Female
SA044,No,Yes,No,0.55,none,6+,Luo,Female
SA045,Yes,Yes,No,0.55,none,6+,Luo,Female
SA046,No,No,No,0.83,primary2,2,Luo,Male
SA048,No,No,No,3.11,secondary,6+,Luo,Male
SA049,No,No,No,2.64,primary2,4,Luo,Male
SA080,No,No,No,2,none,1,Luo,Female
SA086,No,Yes,No,3.98,primary2,3,Luo,Male
SA085,No,Yes,Yes,3.28,primary2,1,Luo,Male
SA040,Yes,Yes,No,2.13,primary2,6+,Luo,Male
SA072,No,No,No,0.2,primary1,1,Luo,Female
SA084,No,No,No,2.5,primary1,2,Luo,Female
SA081,No,No,No,2.2,primary1,1,Luo,Female
SA079,No,Yes,No,3.155,primary2,3,Luo,Male
SA078,No,No,Yes,2.28,primary2,2,Luo,Male
SA077,No,Yes,Yes,2.475,primary1,3,Luo,Male
SA076,No,No,No,0.795,primary2,4,Luo,Female
SA074,No,Yes,No,0.715,primary1,3,Luo,Male
SA073,Yes,Yes,No,3.11,primary1,1,Luo,Female
SA083,Yes,Yes,No,1.75,primary1,5,Luo,Male
SR089,No,No,No,1.6,none,1,Luo,Female
SR086,No,No,Yes,1.28,primary2,3,Luo,Male
SR083,No,No,No,0.835,primary1,2,Luo,Female
SR082,No,No,No,3.79,none,3,Luo,Female
SR081,Yes,Yes,Yes,0.64,primary2,1,Luo,Male
SR080,No,Yes,Yes,3.4,secondary,4,Luo,Male
SR079,No,No,No,0.795,primary2,2,Luo,Male
SR063,No,No,No,0.44,primary1,2,Luo,Male
SR076,No,No,No,0.75,primary1,2,Luo,Male
SR099,No,No,No,0.2,primary1,1,Luo,Male
SR074,No,Yes,No,1.28,primary2,2,Luo,Male
SR073,No,Yes,Yes,3.83,primary2,1,Luo,Female
SR072,No,No,No,1.2,primary1,2,Luo,Male
SR069,No,No,Yes,2.875,none,2,Luo,Male
SR068,No,No,Yes,1.275,none,1,Luo,Male
SR067,No,No,No,4.18,primary2,5,Luo,Female
SR066,No,No,No,0.275,none,3,Luo,Female
SR064,No,No,No,1.24,none,3,Luo,Female
SR077,No,No,No,3.06,secondary,1,Luo,Male
SR112,No,No,No,4.05,primary1,1,Luo,Female
SR113,No,No,No,1.555,primary2,2,Luo,Male
SR114,No,Yes,No,3.13,primary2,3,Luo,Male
SR115,No,No,No,0,none,1,Luo,Female
SR119,Yes,Yes,Yes,3.455,primary2,2,Luo,Male
SR121,No,No,Yes,1.2,primary1,1,Luo,Female
SR123,No,No,No,4.25,secondary,2,Luo,Male
SR091,No,No,No,1.28,primary2,2,Luo,Male
SR021,Yes,Yes,Yes,1.52,primary2,1,Luo,Female
SR094,No,No,No,3.95,secondary,2,Luo,Female
SR111,No,No,No,3.75,primary1,1,Luo,Female
SR110,No,No,No,1.1,primary1,5,Luo,Male
SR107,No,No,No,1.2,none,1,Luo,Female
SR106,No,No,No,1.13,primary2,2,Luo,Male
SR105,No,No,No,0.64,primary2,2,Luo,Male
SR104,No,No,No,1.25,secondary,2,Luo,Male
SR100,No,Yes,No,3.475,primary1,6+,Luo,Female
SR085,No,No,No,1.44,primary1,2,Luo,Male
SR124,No,No,No,1.44,primary1,2,Luo,Male
SR087,No,No,No,2.83,primary2,1,Luo,Male
SR031,No,Yes,No,1,none,1,Luo,Female
SR004,Yes,No,No,1.43,primary2,2,Luo,Male
SR026,No,Yes,No,0.88,primary2,2,Luo,Male
SR009,Yes,Yes,Yes,3.82,primary2,4,Luo,Male
SR024,Yes,No,No,0,none,2,Luo,Male
SR023,No,Yes,Yes,4.725,primary1,2,Luo,Female
SR022,Yes,Yes,No,1.79,none,1,Luo,Female
SR032,No,Yes,No,3.99,primary1,2,Luo,Female
SR028,No,Yes,No,4.13,primary2,1,Luo,Male
SR007,Yes,No,No,1.155,primary2,2,Luo,Male
SR020,Yes,Yes,Yes,0,none,1,Luo,Female
SR019,Yes,No,No,1.835,primary1,4,Luo,Male
SR018,Yes,Yes,Yes,1.58,primary2,3,Luo,Female
SR017,Yes,No,No,2.11,primary1,2,Luo,Female
SR014,Yes,Yes,Yes,1.64,primary2,3,Luo,Male
SR010,Yes,No,Yes,3.55,secondary,1,Luo,Male
SR008,Yes,Yes,No,0.5,primary1,3,Luo,Male
SR001,Yes,Yes,Yes,4.73,primary2,2,Luo,Female
SR102,No,No,Yes,1.28,primary2,1,Luo,Male
SR061,No,No,No,0.2,primary1,2,Luo,Male
SR058,No,Yes,Yes,1.64,primary2,2,Luo,Male
SR057,No,No,No,2.25,secondary,2,Luo,Male
SR056,No,Yes,No,0.95,secondary,2,Luo,Male
SR055,Yes,No,No,2.88,primary2,3,Luo,Male
SR050,No,No,No,3.155,primary2,2,Luo,Male
SR049,No,No,No,0.36,none,1,Luo,Female
SR025,No,Yes,Yes,3.7,secondary,2,Luo,Male
SR048,No,Yes,No,1.28,primary2,3,Luo,Female
SR035,No,No,No,2.635,none,2,Luo,Male
SR036,No,No,No,3.55,none,1,Luo,Male
SR037,No,No,Yes,1.44,primary1,2,Luo,Male
SR047,No,Yes,Yes,1.58,primary2,4,Luo,Male
SR044,No,No,No,0.36,none,2,Luo,Female
SR043,No,No,No,1.28,primary2,1,Luo,Female
SR042,No,No,No,0.44,primary1,2,Luo,Male
SR038,No,No,No,3.56,primary1,2,Luo,Male
SR041,No,No,Yes,0.2,primary1,1,Luo,Male
SO022,No,No,No,0.83,primary2,2,Luo,Male
SO005,Yes,Yes,Yes,0.83,primary2,2,Luo,Male
SO013,Yes,Yes,Yes,2.82,primary2,3,Luo,Female
SO027,No,No,No,0.8,primary1,2,Luo,Female
SO021,No,No,No,0.91,none,1,Luo,Male
SO020,No,No,No,4.25,secondary,2,Luo,Male
SO031,No,No,No,3.49,secondary,2,Luo,Male
SO019,No,No,No,0.95,secondary,2,Luo,Male
SO018,No,Yes,No,4.73,primary2,1,Luo,Female
SO012,Yes,No,Yes,3.3,secondary,3,Luo,Male
SO011,Yes,No,Yes,2.975,secondary,3,Luo,Male
SO010,Yes,No,Yes,2.94,primary2,3,Luo,Male
SO009,Yes,Yes,Yes,2.9,none,1,Luo,Female
SO006,Yes,Yes,Yes,0.36,none,1,Luo,Female
SO004,No,Yes,Yes,2,none,3,Luo,Female
SO056,No,No,No,2.5,primary1,2,Luo,Female
SO003,Yes,No,No,1.52,primary2,3,Luo,Female
SO002,Yes,No,Yes,0.5,primary1,2,Luo,Male
SO007,No,No,No,1.28,primary2,4,Luo,Female
SO051,Yes,Yes,Yes,2.915,primary2,3,Luo,Male
SO028,No,No,No,2.3,none,1,Luo,Female
SO001,No,No,Yes,4.25,secondary,2,Luo,Male
SO025,Yes,Yes,Yes,4.135,other,,Luo,Female
SO023,No,No,No,0.4,secondary,2,Luo,Male
SO058,No,No,No,2.3,none,1,Luo,Female
SO059,No,No,No,2.58,primary2,2,Luo,Male
SO055,No,No,No,3.34,primary2,2,Luo,Male
SO054,No,No,No,2.4,secondary,2,Luo,Male
SO052,No,No,No,0.28,primary2,2,Luo,Male
SO035,No,No,No,0.8168,other,1,Luo,Male
SO049,No,Yes,No,1.19,primary2,1,Luo,Male
SO048,No,No,No,0.58,primary2,2,Luo,Male
SO047,No,No,No,0.915,primary2,1,Luo,Female
SO046,No,No,No,0.91,none,2,Luo,Male
SO045,No,Yes,Yes,4.8,secondary,2,Luo,Male
SO043,No,Yes,Yes,0.381355,other,1,Luo,Male
SO040,No,Yes,No,0.83,primary2,2,Luo,Female
SO053,No,No,Yes,0.515,none,1,Luo,Female
SO033,No,No,No,0,none,1,Luo,Female
YA078,No,No,No,2.18,primary2,2,Luo,Male
YA065,No,No,No,1.95,secondary,2,Luo,Male
YA066,No,No,No,4.3,secondary,5,Luo,Male
YA064,No,No,No,3.52,primary2,1,Luo,Male
YA083,No,No,No,1.2,primary1,2,Luo,Female
YA075,No,No,No,4.22,primary2,3,Luo,Male
YA080,No,No,No,1.6,none,1,Luo,Female
YA069,No,No,No,1.5,primary1,2,Luo,Male
YA077,No,No,No,1.2,primary1,2,Luo,Male
YA076,No,No,No,1,secondary,2,Luo,Male
YA074,No,No,No,0.64,primary2,2,Luo,Male
YA071,No,No,No,1,none,2,Luo,Male
YA070,No,No,No,2.215,primary2,2,Luo,Male
YA082,No,No,No,0.64,primary2,2,Luo,Male
YA099,No,No,No,3.8,primary1,2,Luo,Male
YA019,No,No,No,1.2,primary1,2,Luo,Male
YA062,No,No,No,2.13,primary2,1,Luo,Male
YA109,No,No,No,3.28,primary2,2,Luo,Male
YA108,No,No,No,4.215,primary2,2,Luo,Male
YA107,No,No,No,2.1,primary1,2,Luo,Female
YA106,No,No,No,2.13,primary2,1,Luo,Female
YA105,No,No,No,4.49,primary2,1,Luo,Female
YA104,No,No,No,1.58,primary2,4,Luo,Female
YA103,No,No,No,0.5,primary1,2,Luo,Male
YA100,No,No,No,0.28,primary2,2,Luo,Male
YA084,No,No,No,1.52,primary2,2,Luo,Male
YA098,No,No,No,1.8,primary1,2,Luo,Male
YA096,No,No,No,1.82,primary2,2,Luo,Male
YA095,No,No,No,1.56,primary1,2,Luo,Female
YA094,No,No,No,0.7,secondary,3,Luo,Male
YA093,No,Yes,No,1,secondary,3,Luo,Male
YA092,No,No,No,0.58,primary2,2,Luo,Male
YA091,No,No,No,1.855,primary2,2,Luo,Male
YA087,No,No,No,1.58,primary2,2,Luo,Male
YA102,No,No,No,1.915,primary2,2,Luo,Male
YA026,No,No,Yes,1.2,primary1,1,Luo,Female
YA016,No,No,No,1.58,primary2,2,Luo,Male
YA011,No,No,No,1.8,primary1,1,Luo,Female
YA012,No,No,No,1.36,none,2,Luo,Female
YA013,No,No,No,1.28,primary2,1,Luo,Female
YA014,No,No,No,1.86,primary1,1,Luo,Female
YA018,No,No,No,3.44,primary1,1,Luo,Female
YA021,No,No,No,1.83,primary2,3,Luo,Male
YA007,No,No,No,4.485,primary1,6+,Luo,Male
YA025,No,No,Yes,3.13,primary2,2,Luo,Male
YA006,No,No,No,3.88,primary2,2,Luo,Male
YA028,No,No,No,1,none,1,Luo,Female
YA030,No,No,No,1.835,primary1,3,Luo,Female
YA031,No,No,No,4.13,primary2,1,Luo,Female
YA032,No,No,No,0.44,primary1,2,Luo,Male
YA035,No,No,No,3.855,primary2,1,Luo,Female
YA036,No,No,No,1.5,primary1,2,Luo,Male
YA037,No,No,No,0.44,primary1,2,Luo,Male
YA038,No,No,No,2.94,primary2,3,Luo,Male
YA024,No,No,No,2.015,primary1,1,Luo,Female
YA044,No,No,No,0.56,primary1,2,Luo,Male
YA060,No,No,No,1.4,secondary,2,Luo,Male
YA057,No,No,No,1.56,primary1,2,Luo,Male
YA056,No,No,No,3.66,none,2,Luo,Female
YA052,No,No,No,1.64,primary2,2,Luo,Male
YA051,No,No,No,3.2,primary1,2,Luo,Male
YA050,No,No,No,1.555,primary2,2,Luo,Male
YA049,No,No,No,0.52,primary2,2,Luo,Male
YA047,No,No,No,2.075,primary1,2,Luo,Male
YA008,No,No,Yes,3.58,primary2,1,Luo,Female
YA045,No,No,No,0.555,primary2,2,Luo,Male
YA061,No,No,No,1.83,primary2,1,Luo,Male
YA043,No,No,No,0.5,primary1,2,Luo,Male
YA040,No,No,No,2.58,primary2,1,Luo,Male
YA039,No,No,No,1.36,none,2,Luo,Male
YA001,No,No,No,0.55,none,6+,Luo,Male
YA002,Yes,Yes,No,3.8,primary1,1,Luo,Male
YA003,Yes,No,No,3.99,primary1,4,Luo,Male
YA004,No,No,Yes,2.675,secondary,2,Luo,Male
YA005,Yes,Yes,No,2.95,secondary,5,Luo,Male
YA046,No,No,No,0,none,1,Luo,Female
EY080,No,Yes,Yes,3.7,secondary,2,Other,Male
EY066,No,No,No,3.95,secondary,1,Other,Female
EY067,No,No,No,4.43,primary2,3,Other,Male
EY069,Yes,No,No,3.795,primary2,2,Other,Male
EY070,Yes,Yes,No,4.85,secondary,2,Other,Male
EY065,Yes,No,No,4.55,secondary,2,Other,Male
EY071,Yes,No,No,1.915,primary2,2,Other,Male
EY072,Yes,No,No,3.55,none,5,Other,Male
EY076,Yes,Yes,No,3.64,secondary,2,Other,Male
EY078,Yes,No,Yes,1.75,primary1,3,Other,Male
EY081,Yes,No,No,4.85,secondary,2,Other,Male
EY064,Yes,Yes,No,3.99,primary1,3,Other,Male
EY077,Yes,No,No,1.55,none,2,Other,Male
EY063,Yes,No,No,1.875,none,2,Other,Male
EY144,No,Yes,No,1.837,primary2,3,Other,Male
EY143,No,No,No,3.07,primary2,2,Other,Male
EY142,No,No,No,2.475,primary1,2,Other,Male
EY140,No,No,No,0.55,none,2,Other,Male
EY139,No,No,No,1.835,primary1,2,Other,Male
EY138,No,No,No,2.55,none,2,Other,Male
EY128,No,No,Yes,3.25,none,2,Other,Male
EY082,No,No,No,3.7,secondary,2,Other,Male
EY126,No,No,No,3.095,primary2,2,Other,Male
EY096,No,Yes,No,1,none,4,Other,Female
EY124,No,No,No,3.835,primary1,2,Other,Male
EY123,No,No,No,0.52,primary2,2,Other,Male
EY127,No,No,No,3.88,primary2,2,Other,Male
EY097,No,No,No,4.13,primary2,2,Other,Male
EY114,No,No,Yes,1.95,secondary,2,Other,Male
EY113,No,No,No,1.835,primary1,2,Other,Male
EY110,No,No,No,1.36,none,1,Other,Male
EY109,No,No,No,4.55,secondary,2,Other,Male
EY108,No,No,No,0.555,primary2,2,Other,Male
EY107,No,No,No,4.37,primary2,2,Other,Male
EY105,Yes,No,No,4.55,secondary,2,Other,Male
EY104,No,No,No,2.07,primary2,2,Other,Female
EY102,No,No,No,0.75,primary1,2,Other,Male
EY101,No,Yes,No,1.155,primary2,2,Other,Male
EY100,No,No,No,1.19,primary2,2,Other,Male
EY094,No,No,No,2.83,primary2,2,Other,Male
EY083,Yes,No,No,1.475,primary1,1,Other,Male
EY057,Yes,Yes,No,1.555,primary2,6+,Other,Male
EY095,Yes,No,No,2.155,primary2,2,Other,Male
EY122,No,No,No,2.64,primary2,2,Other,Male
EY093,No,No,No,2.45,none,1,Other,Female
EY092,Yes,No,No,0,none,1,Other,Male
EY091,No,No,No,0.169,other,1,Other,Female
EY090,No,No,No,1.555,primary2,2,Other,Male
EY089,No,No,No,2.83,primary2,1,Other,Male
EY088,No,No,No,1.75,primary1,5,Other,Female
EY087,Yes,No,No,4.15,none,1,Other,Male
EY085,Yes,No,No,1.555,primary2,2,Other,Male
EY084,Yes,No,Yes,4.035,secondary,6+,Other,Male
EY099,Yes,No,Yes,1.15,none,2,Other,Male
EY016,Yes,No,No,1.83,primary2,2,Other,Male
EY034,Yes,Yes,Yes,2.55,secondary,6+,Other,Male
EY059,No,No,No,1.91,none,4,Other,Female
EY032,Yes,No,No,4.155,primary2,4,Other,Male
EY031,Yes,Yes,Yes,4.55,secondary,6+,Other,Female
EY030,Yes,No,No,1.515,none,4,Other,Female
EY028,Yes,Yes,Yes,4.11,secondary,4,Other,Male
EY026,Yes,No,No,4.305,primary2,,Other,Male
EY025,Yes,No,Yes,4.7,primary1,4,Other,Male
EY023,Yes,No,No,3.24,none,2,Other,Female
EY022,No,No,No,1.99,primary1,6+,Other,Male
EY021,Yes,No,Yes,3.28,primary2,2,Other,Male
EY020,No,Yes,Yes,3.35,primary1,6+,Other,Male
EY118,No,No,No,2.83,primary2,1,Other,Male
EY008,No,No,No,2.41,primary1,6+,Other,Male
EY001,Yes,No,Yes,3.95,secondary,2,Other,Female
EY002,Yes,No,No,1.28,primary2,2,Other,Male
EY003,No,No,No,1.95,secondary,3,Other,Female
EY004,No,No,No,3.75,primary1,6+,Other,Male
EY005,Yes,Yes,Yes,1.75,primary1,,Other,Male
EY019,No,No,No,2.631,primary2,2,Other,Male
EY007,No,No,No,0.835,primary1,2,Other,Male
EY017,Yes,No,No,0.498,other,3,Other,Male
EY009,No,No,No,3.49,secondary,2,Other,Male
EY010,Yes,No,No,0.44,primary1,6+,Other,Female
EY011,Yes,No,Yes,1.705,primary2,2,Other,Female
EY012,Yes,No,No,3.835,secondary,6+,Other,Male
EY015,Yes,No,No,4,secondary,2,Other,Male
EY035,Yes,Yes,Yes,3.555,primary2,3,Other,Male
EY006,Yes,No,No,3.2,primary1,1,Other,Female
EY049,Yes,Yes,Yes,1.6,none,5,Other,Female
EY055,Yes,Yes,Yes,3.64,primary2,5,Other,Female
EY053,Yes,No,No,1.75,primary1,6+,Other,Male
EY052,Yes,No,No,3.7,secondary,2,Other,Male
EY051,No,No,Yes,3.83,primary2,2,Other,Male
EY033,Yes,No,No,3.56,primary1,2,Other,Male
EY115,No,No,No,1.35,primary1,2,Other,Male
EY036,Yes,No,No,2.43,primary2,6+,Other,Female
EY117,No,No,No,3.455,primary2,2,Other,Male
EY060,No,No,No,3.6,none,2,Other,Male
EY061,Yes,No,No,3.28,primary2,2,Other,Male
EY050,Yes,No,No,3.76,secondary,2,Other,Male
EY048,Yes,Yes,No,1.675,secondary,2,Other,Male
EY047,Yes,No,No,1.79,none,4,Other,Female
EY046,No,No,No,3.88,primary2,2,Other,Male
EY045,No,Yes,No,4.35,primary1,4,Other,Male
EY044,No,No,No,1.6,none,3,Other,Male
EY043,No,No,No,1.555,primary2,2,Other,Female
EY042,Yes,Yes,No,4.07,primary2,4,Other,Male
EY040,Yes,Yes,No,4.215,primary2,2,Other,Male
EY039,Yes,Yes,No,1.95,secondary,6+,Other,Male
EY038,No,Yes,Yes,4.11,primary1,5,Other,Female
EY058,No,No,No,3.83,primary2,1,Other,Female
